Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3
  50, 0,21.199999999999999,38.289999999999999,18.533333333333299,42.296666666666702,22.699999999999999,38.229999999999997
  70, 0,22.390000000000001,43.229999999999997,21.600000000000001,42.090000000000003,22.600000000000001,43.977777777777803
  90,20,24.100000000000001,51.633333333333297,23.199999999999999,44.533333333333303,24.289999999999999,45.623333333333299
  40, 0,21.000000000000000,41.200000000000003,18.199999999999999,44.700000000000003,23.100000000000001,39.560000000000002
  40, 0,21.600000000000001,47.359999999999999,21.000000000000000,45.223333333333301,22.100000000000001,46.326666666666704
  60, 0,20.890000000000001,39.399999999999999,18.789999999999999,42.826666666666704,21.789999999999999,37.433333333333302
  70,20,22.100000000000001,40.590000000000003,19.789999999999999,42.200000000000003,22.789999999999999,38.700000000000003
  90,10,21.600000000000001,35.289999999999999,19.566666666666698,37.126666666666701,20.463333333333299,35.663333333333298
  70, 0,18.260000000000002,36.729999999999997,17.390000000000001,36.030000000000001,18.000000000000000,38.200000000000003
 110, 0,21.000000000000000,36.626666666666701,17.600000000000001,41.466666666666697,22.230000000000000,34.700000000000003
 110, 0,25.500000000000000,49.259999999999998,25.500000000000000,46.399999999999999,26.199999999999999,45.500000000000000
  40, 0,22.289999999999999,42.289999999999999,21.600000000000001,41.090000000000003,23.033333333333299,42.626666666666701
 110,20,22.066666666666698,44.333333333333300,19.856666666666701,44.863333333333301,22.890000000000001,40.090000000000003
  30, 0,17.890000000000001,44.729999999999997,17.100000000000001,45.000000000000000,19.000000000000000,42.326666666666704
  60, 0,22.699999999999999,40.056666666666700,20.199999999999999,42.605714285714299,24.891428571428602,38.012857142857101
  40, 0,21.100000000000001,35.789999999999999,17.789999999999999,39.759999999999998,21.230000000000000,35.433333333333302
  60, 0,20.890000000000001,41.700000000000003,19.100000000000001,44.289999999999999,21.500000000000000,38.789999999999999
  50, 0,24.653636363636402,50.035272727272698,24.192792792792801,47.999129129129102,26.914727272727301,44.283636363636397
  30, 0,20.100000000000001,39.526666666666699,19.066666666666698,40.363333333333301,20.600000000000001,39.126666666666701
  20, 0,19.760000000000002,46.000000000000000,18.917500000000000,45.700000000000003,19.890000000000001,45.163333333333298
  30, 0,19.500000000000000,37.289999999999999,18.500000000000000,37.200000000000003,19.100000000000001,39.789999999999999
  80,20,20.751428571428601,38.064285714285703,19.699999999999999,37.590000000000003,20.199999999999999,37.899999999999999
  50, 0,22.133333333333301,34.833333333333300,21.500000000000000,33.399999999999999,21.500000000000000,34.433333333333302
  80, 0,20.199999999999999,44.200000000000003,19.823333333333299,43.500000000000000,19.789999999999999,43.789999999999999
 390, 0,20.890000000000001,38.725714285714297,19.600000000000001,38.121428571428602,22.289999999999999,38.525714285714301
 310,10,22.000000000000000,43.156666666666702,20.823333333333299,42.229999999999997,22.135555555555602,46.493888888888897
  50, 0,20.926666666666701,41.030000000000001,18.000000000000000,44.590000000000003,23.000000000000000,39.590000000000003
  50,20,22.500000000000000,36.090000000000003,19.356666666666701,39.566666666666698,22.289999999999999,35.500000000000000
 110, 0,22.823333333333299,36.463333333333303,20.199999999999999,37.590000000000003,23.600000000000001,33.700000000000003
 110, 0,22.500000000000000,42.530000000000001,22.356666666666701,40.266666666666701,22.500000000000000,40.530000000000001
  80, 0,20.789999999999999,33.560000000000002,19.199999999999999,33.899999999999999,20.140000000000001,35.271999999999998
  80, 0,22.789999999999999,44.789999999999999,20.633333333333301,46.933333333333302,24.533333333333299,40.399999999999999
  50, 0,22.199999999999999,39.229999999999997,23.100000000000001,36.590000000000003,22.199999999999999,37.899999999999999
  70,10,19.789999999999999,35.750000000000000,18.000000000000000,35.859999999999999,20.199999999999999,35.826666666666704
 120, 0,19.730000000000000,35.626666666666701,19.533333333333299,34.996666666666698,19.566666666666698,35.433333333333302
  30, 0,19.199999999999999,46.899999999999999,18.500000000000000,46.789999999999999,19.789999999999999,45.289999999999999
 280, 0,20.890000000000001,38.766666666666701,19.500000000000000,38.030000000000001,21.697142857142900,38.028571428571396
  50,10,24.789999999999999,47.375000000000000,22.600000000000001,49.789999999999999,26.340000000000000,43.789999999999999
 170, 0,19.000000000000000,37.700000000000003,17.230000000000000,39.500000000000000,19.390000000000001,37.259999999999998
 100, 0,21.323333333333299,34.026666666666699,19.890000000000001,34.633333333333297,20.199999999999999,35.518000000000001
  70,20,22.199999999999999,38.200000000000003,20.000000000000000,40.363333333333301,21.600000000000001,36.700000000000003
  40, 0,21.289999999999999,41.700000000000003,18.699999999999999,44.530000000000001,23.000000000000000,39.500000000000000
  60, 0,20.789999999999999,35.500000000000000,17.390000000000001,39.700000000000003,20.199999999999999,36.700000000000003
  60, 0,23.260000000000002,40.399999999999999,27.000000000000000,33.229999999999997,24.289999999999999,37.356000000000002
  50, 0,20.633333333333301,36.899999999999999,19.000000000000000,37.700000000000003,20.500000000000000,36.000000000000000
 290, 0,21.199999999999999,42.859999999999999,18.699999999999999,46.100000000000001,22.763333333333300,40.626666666666701
 230,40,18.472500000000000,45.744999999999997,17.789999999999999,44.229999999999997,19.356666666666701,44.333333333333300
 130, 0,21.671428571428599,36.957142857142898,20.251428571428601,37.352857142857097,20.952857142857098,37.321428571428598
  50, 0,20.390000000000001,39.200000000000003,19.133333333333301,39.363333333333301,19.963333333333299,40.289999999999999
 100,20,21.890000000000001,43.123333333333299,19.699999999999999,45.899999999999999,22.100000000000001,39.526666666666699
  50, 0,22.390000000000001,43.700000000000003,20.500000000000000,44.326666666666704,23.289999999999999,40.700000000000003
  90, 0,20.789999999999999,33.366666666666703,19.533333333333299,31.800000000000001,19.789999999999999,34.030000000000001
  40, 0,19.789999999999999,45.126666666666701,19.033333333333299,44.530000000000001,20.390000000000001,44.000000000000000
  60, 0,21.289999999999999,31.926666666666701,19.823333333333299,31.699999999999999,20.199999999999999,34.289999999999999
 110, 0,24.000000000000000,40.893333333333302,23.699999999999999,36.399999999999999,24.600000000000001,37.229999999999997
  60, 0,21.600000000000001,40.000000000000000,18.699999999999999,43.933333333333302,22.100000000000001,37.899999999999999
  50, 0,19.699999999999999,33.700000000000003,17.699999999999999,35.000000000000000,19.533333333333299,35.590000000000003
  60, 0,21.890000000000001,35.789999999999999,18.856666666666701,38.966666666666697,22.789999999999999,35.899999999999999
 110, 0,23.199999999999999,38.030000000000001,22.566666666666698,36.566666666666698,22.890000000000001,38.030000000000001
  40, 0,21.166666666666700,35.289999999999999,17.890000000000001,39.289999999999999,22.699999999999999,35.090000000000003
  60, 0,20.600000000000001,38.090000000000003,18.500000000000000,39.289999999999999,21.000000000000000,39.899999999999999
  40, 0,21.199999999999999,36.229999999999997,18.600000000000001,39.326666666666704,20.166666666666700,36.466666666666697
  70, 0,20.289999999999999,39.700000000000003,19.566666666666698,38.729999999999997,20.500000000000000,40.200000000000003
 120,10,21.100000000000001,41.829999999999998,19.066666666666698,39.563333333333297,21.600000000000001,36.347499999999997
  50, 0,23.289999999999999,42.663333333333298,22.960000000000001,42.193333333333300,23.890000000000001,39.090000000000003
 290,20,24.789999999999999,48.490000000000002,25.974000000000000,44.170000000000002,27.566666666666698,45.259999999999998
  50, 0,19.600000000000001,32.759999999999998,18.500000000000000,33.244999999999997,19.133333333333301,32.789999999999999
 590, 0,24.666666666666700,46.590000000000003,24.199999999999999,43.826666666666704,25.789999999999999,41.933333333333302
  60, 0,21.500000000000000,38.289999999999999,17.789999999999999,42.899999999999999,22.390000000000001,37.126666666666701
  60, 0,24.100000000000001,47.700000000000003,22.823333333333299,48.560000000000002,25.323333333333299,42.700000000000003
  60, 0,22.500000000000000,39.560000000000002,23.390000000000001,36.163333333333298,23.199999999999999,38.030000000000001
  30, 0,20.890000000000001,42.200000000000003,19.100000000000001,44.899999999999999,21.600000000000001,39.090000000000003
  60, 0,20.199999999999999,38.266666666666701,18.600000000000001,38.229999999999997,20.289999999999999,36.090000000000003
  60, 0,21.199999999999999,41.090000000000003,20.390000000000001,40.399999999999999,21.289999999999999,42.466666666666697
  70, 0,24.600000000000001,33.163333333333298,25.289999999999999,30.463333333333299,24.100000000000001,35.899999999999999
  60, 0,22.390000000000001,39.126666666666701,20.666666666666700,40.399999999999999,23.199999999999999,37.626666666666701
  50,10,21.100000000000001,47.560000000000002,20.356666666666701,46.963333333333303,21.390000000000001,46.399999999999999
  50, 0,18.390000000000001,38.500000000000000,17.289999999999999,38.466666666666697,18.600000000000001,39.289999999999999
  50, 0,22.100000000000001,44.729999999999997,21.699999999999999,43.500000000000000,21.963333333333299,44.455555555555598
  70,10,19.760000000000002,40.826666666666704,19.100000000000001,38.229999999999997,21.267499999999998,39.420000000000002
  40, 0,21.000000000000000,35.200000000000003,18.500000000000000,36.560000000000002,20.600000000000001,37.729999999999997
 110, 0,22.823333333333299,47.933333333333302,21.100000000000001,48.726666666666702,24.699999999999999,40.700000000000003
 300, 0,23.600000000000001,43.960000000000001,27.600000000000001,34.676000000000002,25.263333333333300,41.799999999999997
  30, 0,20.699999999999999,43.933333333333302,19.926666666666701,43.399999999999999,20.699999999999999,44.433333333333302
  60, 0,21.000000000000000,39.500000000000000,18.125000000000000,43.975000000000001,22.390000000000001,38.899999999999999
  30, 0,21.823333333333299,40.229999999999997,22.100000000000001,38.500000000000000,22.390000000000001,38.259999999999998
 180, 0,23.611688311688301,42.023896103896099,22.411948051948102,43.184415584415603,24.997922077922102,39.411038961038997
  20, 0,20.699999999999999,35.693333333333300,17.600000000000001,38.966666666666697,22.100000000000001,35.933333333333302
  60, 0,24.699999999999999,47.289999999999999,22.890000000000001,49.399999999999999,26.699999999999999,43.399999999999999
 100, 0,21.100000000000001,38.759999999999998,18.600000000000001,41.126666666666701,20.323333333333299,37.933333333333302
  80, 0,23.500000000000000,39.863333333333301,22.890000000000001,36.152000000000001,24.456000000000000,37.253999999999998
  70, 0,18.390000000000001,44.090000000000003,17.789999999999999,42.626666666666701,19.600000000000001,43.163333333333298
 370,10,21.533333333333299,45.600000000000001,20.730000000000000,44.466666666666697,21.500000000000000,44.200000000000003
  80,10,25.500000000000000,48.863333333333301,24.528571428571400,48.398571428571401,26.199999999999999,45.090000000000003
  70,10,19.789999999999999,36.766666666666701,18.890000000000001,36.923333333333296,19.823333333333299,35.933333333333302
  60, 0,22.500000000000000,37.700000000000003,19.390000000000001,41.789999999999999,23.323333333333299,38.789999999999999
  40, 0,21.823333333333299,45.466666666666697,21.230000000000000,43.826666666666704,22.699999999999999,45.223333333333301
  50, 0,20.890000000000001,35.626666666666701,17.890000000000001,39.200000000000003,21.000000000000000,35.126666666666701
  50, 0,21.890000000000001,38.700000000000003,22.100000000000001,36.399999999999999,22.260000000000002,36.863333333333301
  60, 0,21.789999999999999,34.663333333333298,20.000000000000000,35.163333333333298,21.199999999999999,35.045000000000002
  50, 0,22.500000000000000,36.126666666666701,19.600000000000001,38.229999999999997,23.600000000000001,34.500000000000000
  60, 0,19.890000000000001,47.939999999999998,19.033333333333299,44.566666666666698,19.963333333333299,44.863333333333301
  30,10,21.000000000000000,33.500000000000000,19.600000000000001,33.899999999999999,20.199999999999999,34.466666666666697
  70,10,23.500000000000000,34.530000000000001,24.199999999999999,30.230000000000000,23.260000000000002,33.966666666666697
  40, 0,20.699999999999999,43.700000000000003,19.390000000000001,44.700000000000003,21.789999999999999,42.200000000000003
  50, 0,22.890000000000001,36.326666666666704,20.500000000000000,38.289999999999999,23.963333333333299,37.363333333333301
  70, 0,22.789999999999999,43.500000000000000,22.100000000000001,42.399999999999999,22.161111111111101,44.090000000000003
 100, 0,21.390000000000001,36.163333333333298,19.230000000000000,38.163333333333298,23.230000000000000,34.729999999999997
  60,30,21.789999999999999,38.289999999999999,20.260000000000002,39.000000000000000,21.390000000000001,38.000000000000000
 140, 0,22.926666666666701,44.266666666666701,21.199999999999999,45.030000000000001,25.699999999999999,39.829999999999998
  70, 0,19.760000000000002,34.990000000000002,18.760000000000002,35.563333333333297,20.000000000000000,36.155999999999999
  80,30,24.890000000000001,48.200000000000003,29.260000000000002,38.200000000000003,27.222500000000000,42.487499999999997
  70, 0,24.789999999999999,48.663333333333298,26.672499999999999,43.907499999999999,25.370000000000001,44.795999999999999
  80,30,20.890000000000001,51.193333333333300,20.199999999999999,46.329999999999998,20.199999999999999,48.193333333333300
  60,10,24.323333333333299,44.560000000000002,23.128571428571401,43.897142857142903,26.789999999999999,39.363333333333301
 780, 0,21.000000000000000,40.399999999999999,18.500000000000000,44.126666666666701,21.600000000000001,38.126666666666701
  70, 0,22.789999999999999,34.789999999999999,20.633333333333301,35.229999999999997,22.426666666666701,35.200000000000003
  40, 0,22.166666666666700,40.090000000000003,21.267499999999998,39.567500000000003,20.600000000000001,41.700000000000003
  50, 0,21.600000000000001,45.933333333333302,21.000000000000000,43.899999999999999,22.600000000000001,45.200000000000003
  50, 0,20.789999999999999,43.399999999999999,19.000000000000000,46.399999999999999,21.600000000000001,40.090000000000003
  70, 0,21.133333333333301,35.399999999999999,19.600000000000001,36.500000000000000,21.699999999999999,35.200000000000003
  50, 0,19.100000000000001,37.789999999999999,16.926666666666701,40.060000000000002,20.289999999999999,37.826666666666704
  80, 0,22.199999999999999,41.789999999999999,21.500000000000000,41.289999999999999,20.699999999999999,44.090000000000003
  90,30,19.426666666666701,39.090000000000003,17.926666666666701,40.526666666666699,19.789999999999999,37.433333333333302
 100, 0,23.789999999999999,39.759999999999998,23.000000000000000,37.924999999999997,24.323333333333299,37.633333333333297
  30, 0,17.890000000000001,44.590000000000003,17.100000000000001,44.933333333333302,19.000000000000000,42.289999999999999
  30, 0,20.500000000000000,42.289999999999999,19.500000000000000,41.826666666666704,20.890000000000001,44.289999999999999
  50, 0,20.390000000000001,37.500000000000000,17.463333333333299,41.663333333333298,22.926666666666701,36.590000000000003
  40, 0,19.699999999999999,46.126666666666701,19.000000000000000,45.399999999999999,19.856666666666701,45.000000000000000
  60, 0,25.199999999999999,48.590000000000003,23.986249999999998,48.233750000000001,26.199999999999999,44.856000000000002
  70,10,21.390000000000001,42.789999999999999,20.789999999999999,41.789999999999999,22.963333333333299,42.966666666666697
 130, 0,22.890000000000001,42.729999999999997,22.289999999999999,40.700000000000003,22.533333333333299,43.363333333333301
 110, 0,21.033333333333299,32.933333333333302,19.289999999999999,33.289999999999999,22.945000000000000,35.145000000000003
  80, 0,23.600000000000001,37.399999999999999,22.000000000000000,37.590000000000003,24.289999999999999,36.145000000000003
  50, 0,19.699999999999999,35.826666666666704,17.600000000000001,37.933333333333302,19.934000000000001,38.090000000000003
  50, 0,20.890000000000001,36.590000000000003,18.199999999999999,39.789999999999999,20.100000000000001,36.590000000000003
 110, 0,25.289999999999999,48.500000000000000,24.500000000000000,47.475999999999999,26.042857142857098,44.068571428571403
  60, 0,22.289999999999999,41.163333333333298,19.199999999999999,45.200000000000003,24.033333333333299,39.030000000000001
  70, 0,20.390000000000001,33.126666666666701,18.500000000000000,33.090000000000003,19.789999999999999,34.789999999999999
  60,20,24.789999999999999,48.200000000000003,29.166666666666700,38.596666666666700,27.452857142857098,42.471428571428604
  30, 0,20.133333333333301,37.626666666666701,18.675000000000001,38.149999999999999,20.500000000000000,36.700000000000003
  40, 0,22.199999999999999,37.090000000000003,21.890000000000001,35.729999999999997,22.199999999999999,36.229999999999997
 100, 0,22.289999999999999,39.000000000000000,23.789999999999999,35.163333333333298,23.100000000000001,37.700000000000003
 150, 0,22.426666666666701,40.733333333333299,21.133333333333301,40.829999999999998,23.823333333333299,36.566666666666698
  60, 0,21.166666666666700,39.033333333333303,22.763333333333300,36.863333333333301,22.000000000000000,35.966666666666697
  50, 0,24.890000000000001,41.363333333333301,29.133333333333301,31.890000000000001,26.100000000000001,38.655999999999999
 100, 0,22.199999999999999,37.933333333333302,22.390000000000001,35.990000000000002,23.890000000000001,35.399999999999999
  20, 0,21.100000000000001,43.899999999999999,20.260000000000002,43.590000000000003,21.699999999999999,44.000000000000000
  40, 0,20.289999999999999,38.399999999999999,17.699999999999999,41.090000000000003,20.926666666666701,37.200000000000003
 170,20,21.730000000000000,42.056666666666700,20.566666666666698,39.266666666666701,21.033333333333299,41.060000000000002
  50, 0,20.289999999999999,44.200000000000003,19.500000000000000,44.000000000000000,20.289999999999999,44.090000000000003
  80,10,23.426666666666701,37.899999999999999,22.745000000000001,36.700000000000003,24.289999999999999,38.066666666666698
  70, 0,22.199999999999999,41.163333333333298,21.533333333333299,40.466666666666697,21.000000000000000,42.560000000000002
 140, 0,24.289999999999999,40.963333333333303,23.633333333333301,39.600000000000001,25.199999999999999,39.200000000000003
 350, 0,23.574999999999999,40.717500000000001,22.600000000000001,34.478571428571399,24.142857142857100,33.652857142857101
  40,10,21.789999999999999,36.289999999999999,19.832857142857101,36.899999999999999,20.789999999999999,37.928571428571402
 150, 0,24.323333333333299,39.560000000000002,23.856666666666701,37.933333333333302,25.289999999999999,39.200000000000003
  90, 0,21.390000000000001,39.890000000000001,19.699999999999999,40.526666666666699,20.699999999999999,38.090000000000003
  30, 0,18.789999999999999,44.060000000000002,18.000000000000000,43.700000000000003,19.500000000000000,43.899999999999999
  40, 0,19.289999999999999,46.663333333333298,18.600000000000001,46.500000000000000,19.789999999999999,45.200000000000003
  50, 0,20.926666666666701,42.500000000000000,19.926666666666701,42.466666666666697,20.500000000000000,44.844999999999999
  90, 0,21.671428571428599,38.121428571428602,20.000000000000000,37.321428571428598,20.818571428571399,37.428571428571402
  20, 0,21.133333333333301,44.590000000000003,20.600000000000001,43.626666666666701,20.600000000000001,43.759999999999998
 600,10,20.289999999999999,41.363333333333301,19.199999999999999,41.923333333333296,20.326666666666700,43.799999999999997
 120, 0,22.823333333333299,42.863333333333301,21.500000000000000,44.066666666666698,23.100000000000001,39.500000000000000
  40, 0,19.364999999999998,46.500000000000000,18.600000000000001,46.289999999999999,19.890000000000001,45.289999999999999
  80, 0,25.566666666666698,32.530000000000001,26.066666666666698,29.926666666666701,25.199999999999999,35.899999999999999
  70,30,20.199999999999999,37.500000000000000,17.823333333333299,39.299999999999997,20.289999999999999,36.560000000000002
  50, 0,21.699999999999999,35.789999999999999,18.000000000000000,40.789999999999999,21.789999999999999,35.289999999999999
  50, 0,20.699999999999999,37.700000000000003,17.600000000000001,41.560000000000002,23.033333333333299,36.626666666666701
 430, 0,19.100000000000001,34.833333333333300,18.890000000000001,33.590000000000003,19.460000000000001,35.993333333333297
  80,20,24.789999999999999,48.289999999999999,28.856666666666701,38.890000000000001,27.600000000000001,42.784285714285701
 140,20,20.890000000000001,48.323333333333302,20.600000000000001,43.566666666666698,21.000000000000000,42.759999999999998
  50, 0,23.100000000000001,47.289999999999999,23.289999999999999,44.899999999999999,24.600000000000001,41.789999999999999
 100,10,24.821818181818202,47.448636363636403,24.826126126126098,44.113573573573603,26.541363636363599,42.231818181818198
  60, 0,20.600000000000001,35.930000000000000,17.100000000000001,40.259999999999998,21.199999999999999,34.560000000000002
  40,20,20.000000000000000,37.863333333333301,17.699999999999999,39.789999999999999,20.199999999999999,38.729999999999997
  80, 0,20.566666666666698,36.193333333333300,18.096666666666700,39.756666666666703,21.149999999999999,34.545000000000002
  60, 0,22.100000000000001,40.826666666666704,19.289999999999999,44.963333333333303,23.500000000000000,38.060000000000002
  50, 0,21.390000000000001,40.500000000000000,19.289999999999999,41.163333333333298,21.000000000000000,40.530000000000001
  40, 0,22.289999999999999,46.000000000000000,21.289999999999999,45.590000000000003,23.199999999999999,45.899999999999999
  90,30,21.699999999999999,46.163333333333298,21.260000000000002,44.200000000000003,22.100000000000001,45.899999999999999
 120, 0,21.890000000000001,40.594999999999999,20.926666666666701,38.566666666666698,22.600000000000001,36.433333333333302
  50,10,21.289999999999999,39.090000000000003,18.289999999999999,43.326666666666704,22.199999999999999,37.933333333333302
  50, 0,21.890000000000001,40.090000000000003,18.500000000000000,45.090000000000003,23.890000000000001,38.590000000000003
  50,10,21.289999999999999,41.966666666666697,18.100000000000001,47.259999999999998,23.100000000000001,38.433333333333302
  50, 0,21.600000000000001,36.000000000000000,19.000000000000000,37.626666666666701,22.000000000000000,35.863333333333301
  30, 0,18.864999999999998,41.950000000000003,18.289999999999999,41.399999999999999,18.199999999999999,43.590000000000003
  70, 0,21.426666666666701,43.963333333333303,20.823333333333299,42.326666666666704,21.600000000000001,45.289999999999999
  40, 0,20.100000000000001,44.000000000000000,19.463333333333299,43.289999999999999,20.199999999999999,44.200000000000003
  70,10,21.789999999999999,41.759999999999998,19.289999999999999,45.060000000000002,23.000000000000000,39.259999999999998
  80, 0,23.289999999999999,38.363333333333301,20.730000000000000,40.259999999999998,23.199999999999999,38.590000000000003
  40, 0,21.856666666666701,47.766666666666701,21.533333333333299,44.259999999999998,21.890000000000001,44.521111111111097
  20, 0,19.666666666666700,37.966666666666697,17.100000000000001,41.000000000000000,21.000000000000000,37.590000000000003
  50, 0,20.199999999999999,39.626666666666701,17.856666666666701,41.530000000000001,21.000000000000000,40.590000000000003
  40, 0,21.600000000000001,40.966666666666697,19.699999999999999,41.090000000000003,21.000000000000000,40.500000000000000
 340, 0,25.533333333333299,49.593333333333298,25.468571428571401,45.881428571428600,26.171428571428599,45.337142857142901
 110, 0,23.199999999999999,41.563333333333297,21.890000000000001,39.359999999999999,27.066666666666698,37.100000000000001
 510, 0,20.890000000000001,40.560000000000002,19.500000000000000,39.590000000000003,22.260000000000002,42.899999999999999
 100, 0,22.666666666666700,57.496666666666698,21.289999999999999,56.026666666666699,24.890000000000001,40.490000000000002
  50,10,21.000000000000000,44.700000000000003,19.699999999999999,45.200000000000003,21.500000000000000,42.500000000000000
  50,10,21.600000000000001,35.700000000000003,17.856666666666701,40.663333333333298,21.789999999999999,35.229999999999997
  60,20,21.699999999999999,37.899999999999999,19.199999999999999,40.060000000000002,21.699999999999999,36.560000000000002
 310, 0,19.789999999999999,38.193333333333300,19.000000000000000,36.826666666666704,20.199999999999999,36.289999999999999
  40, 0,19.100000000000001,44.000000000000000,18.199999999999999,44.090000000000003,19.699999999999999,43.590000000000003
  60, 0,22.390000000000001,36.500000000000000,23.666666666666700,32.399999999999999,22.890000000000001,36.163333333333298
  80, 0,23.390000000000001,38.789999999999999,21.289999999999999,40.384285714285703,26.000000000000000,38.710000000000001
  70,20,21.963333333333299,44.626666666666701,21.390000000000001,42.789999999999999,21.606249999999999,45.406250000000000
  40, 0,17.289999999999999,42.789999999999999,16.390000000000001,43.000000000000000,17.699999999999999,40.933333333333302
 200, 0,26.033333333333299,41.560000000000002,26.289999999999999,38.090000000000003,29.199999999999999,37.095714285714301
  50, 0,23.699999999999999,39.030000000000001,22.789999999999999,39.126666666666701,21.199999999999999,43.289999999999999
  50,30,23.463333333333299,45.000000000000000,22.500000000000000,43.899999999999999,23.390000000000001,44.700000000000003
  50, 0,19.699999999999999,36.317500000000003,17.500000000000000,38.789999999999999,20.289999999999999,36.060000000000002
  60,20,20.289999999999999,36.566666666666698,18.890000000000001,36.229999999999997,19.937142857142899,36.985714285714302
  50, 0,22.000000000000000,41.200000000000003,19.199999999999999,44.500000000000000,24.390000000000001,39.899999999999999
  50, 0,20.533333333333299,37.590000000000003,17.426666666666701,41.729999999999997,23.000000000000000,36.700000000000003
  50, 0,21.500000000000000,37.090000000000003,18.699999999999999,40.399999999999999,22.890000000000001,37.200000000000003
 400, 0,19.000000000000000,35.200000000000003,16.926666666666701,36.700000000000003,19.390000000000001,35.430000000000000
  60, 0,22.500000000000000,43.700000000000003,20.699999999999999,44.326666666666704,23.199999999999999,40.590000000000003
  50, 0,21.199999999999999,42.399999999999999,20.230000000000000,41.933333333333302,20.426666666666701,44.626666666666701
  60, 0,20.133333333333301,35.700000000000003,18.000000000000000,37.590000000000003,20.000000000000000,37.652857142857101
  50, 0,21.666666666666700,41.966666666666697,19.166666666666700,43.933333333333302,22.789999999999999,39.560000000000002
  40, 0,20.199999999999999,46.560000000000002,19.566666666666698,44.700000000000003,20.289999999999999,45.560000000000002
  90, 0,22.000000000000000,40.333333333333300,21.730000000000000,38.663333333333298,22.289999999999999,38.700000000000003
  40, 0,20.699999999999999,36.729999999999997,17.856666666666701,40.060000000000002,20.100000000000001,36.663333333333298
